Name,Location,Open Year-Round,Handicap Accessible,Borough,Comments,Latitude,Longitude,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,GEOID,STATE,COUNTY,TRACT,BLOCK
Lozada Playground,"East 135 Street, Willis Avenue, Alexander Avenue",Yes,,Bronx,,40.8072114,-73.92432029999999,,1600,360050023003000,+40.8082723,3000,0,36,3000,210701006026886,BK,+40.8082723,S,Block 3000,4166762,002300,-073.9249668,3,33231,647,-073.9249668,G5040,L,U,005,,1600,360050023003000,+40.8082723,3000,0,36,3000,210701006026886,BK,+40.8082723,S,Block 3000,4166762,002300,-073.9249668,3,33231,647,-073.9249668,G5040,L,U,005,360050023003000,36,005,002300,3000
Luna Park Playground,West 12 Street & Surf Avenue,Yes,,Brooklyn,,40.57548329999999,-73.97963899999999,,0,360470352001002,+40.5751386,1002,0,36,1002,210701004650656,BK,+40.5751386,S,Block 1002,4612592,035200,-073.9792579,1,5540,0,-073.9792579,G5040,L,U,047,,0,360470352001002,+40.5751386,1002,0,36,1002,210701004650656,BK,+40.5751386,S,Block 1002,4612592,035200,-073.9792579,1,5540,0,-073.9792579,G5040,L,U,047,360470352001002,36,047,035200,1002
Lyons Pool,"Pier 6, Victory Boulevard",No,Yes,Staten Island,,40.6375608,-74.074486,,0,360850021002001,+40.6370782,2001,0,36,2001,210701004608605,BK,+40.6370782,S,Block 2001,7363451,002100,-074.0742760,2,18473,0,-074.0742760,G5040,L,U,085,,0,360850021002001,+40.6370782,2001,0,36,2001,210701004608605,BK,+40.6370782,S,Block 2001,7363451,002100,-074.0742760,2,18473,0,-074.0742760,G5040,L,U,085,360850021002001,36,085,002100,2001
Macombs Dam Park,East 161th Street & Ruppert Place,Yes,,Bronx,,40.8245063,-73.9148575,,723,360050141001002,+40.8247125,1002,0,36,1002,210701006029949,BK,+40.8247125,S,Block 1002,3325346,014100,-073.9144201,1,9922,281,-073.9144201,G5040,L,U,005,,723,360050141001002,+40.8247125,1002,0,36,1002,210701006029949,BK,+40.8247125,S,Block 1002,3325346,014100,-073.9144201,1,9922,281,-073.9144201,G5040,L,U,005,360050141001002,36,005,014100,1002
Magenta Playground,"Olinville Avenue, Rosewood Street",Yes,Yes,Bronx,,40.8732408,-73.86820689999999,,91,360050374002002,+40.8742379,2002,0,36,2002,210701006028443,BK,+40.8742379,S,Block 2002,2135238,037400,-073.8676234,2,20965,71,-073.8676234,G5040,L,U,005,,91,360050374002002,+40.8742379,2002,0,36,2002,210701006028443,BK,+40.8742379,S,Block 2002,2135238,037400,-073.8676234,2,20965,71,-073.8676234,G5040,L,U,005,360050374002002,36,005,037400,2002
Mahoney Playground,Beechwood & Cleveland avenues,Yes,,Staten Island,,40.6440795,-74.0856941,,1359,360850007001002,+40.6452442,1002,0,36,1002,210701004608616,BK,+40.6452442,S,Block 1002,6910427,000700,-074.0867621,1,74476,532,-074.0867621,G5040,L,U,085,,1359,360850007001002,+40.6452442,1002,0,36,1002,210701004608616,BK,+40.6452442,S,Block 1002,6910427,000700,-074.0867621,1,74476,532,-074.0867621,G5040,L,U,085,360850007001002,36,085,000700,1002
Mapes Pool,"East 180 Street, Mapes & Prospect avenues",Yes,,Bronx,,40.8465184,-73.88563909999999,,0,360050371002000,+40.8461418,2000,0,36,2000,210701006029076,BK,+40.8461418,S,Block 2000,1766229,037100,-073.8867048,2,19897,0,-073.8867048,G5040,L,U,005,,0,360050371002000,+40.8461418,2000,0,36,2000,210701006029076,BK,+40.8461418,S,Block 2000,1766229,037100,-073.8867048,2,19897,0,-073.8867048,G5040,L,U,005,360050371002000,36,005,037100,2000
Maple Playground,Kissena Boulevard & Maple Avenue,No,Yes,Queens,,40.7563615,-73.8258127,,907,360810853002001,+40.7563419,2001,0,36,2001,210701006109889,BK,+40.7563419,S,Block 2001,2945605,085300,-073.8274802,2,26500,417,-073.8274802,G5040,L,U,081,,907,360810853002001,+40.7563419,2001,0,36,2001,210701006109889,BK,+40.7563419,S,Block 2001,2945605,085300,-073.8274802,2,26500,417,-073.8274802,G5040,L,U,081,360810853002001,36,081,085300,2001
Marble Hill Playground,"Marble Hill Avenue, West 230 Street, West 228 Street",No,,Bronx,,40.87830049999999,-73.9080268,,165,360050289003003,+40.8793618,3003,0,36,3003,210701006029900,BK,+40.8793618,S,Block 3003,1474328,028900,-073.9078137,3,22722,76,-073.9078137,G5040,L,U,005,,165,360050289003003,+40.8793618,3003,0,36,3003,210701006029900,BK,+40.8793618,S,Block 3003,1474328,028900,-073.9078137,3,22722,76,-073.9078137,G5040,L,U,005,360050289003003,36,005,028900,3003
Marconi Park,109 Avenue & 155 Street,Yes,,Queens,,40.6924872,-73.7959786,,0,360810254012001,+40.6936238,2001,0,36,2001,210701006106935,BK,+40.6936238,S,Block 2001,3059503,025401,-073.7957433,2,32006,0,-073.7957433,G5040,L,U,081,,0,360810254012001,+40.6936238,2001,0,36,2001,210701006106935,BK,+40.6936238,S,Block 2001,3059503,025401,-073.7957433,2,32006,0,-073.7957433,G5040,L,U,081,360810254012001,36,081,025401,2001
Marc's & Jason's Playground,Sterling Street & Empire Boulevard,Yes,,Brooklyn,,40.6632343,-73.9508962,,295,360470329003000,+40.6636033,3000,0,36,3000,210701004649800,BK,+40.6636033,S,Block 3000,4259840,032900,-073.9495067,3,21035,144,-073.9495067,G5040,L,U,047,,295,360470329003000,+40.6636033,3000,0,36,3000,210701004649800,BK,+40.6636033,S,Block 3000,4259840,032900,-073.9495067,3,21035,144,-073.9495067,G5040,L,U,047,360470329003000,36,047,032900,3000
Marcus Garvey Park (Pelham Fritz Recreation Center),18 Mount Morris Park West,Yes,,Manhattan,,40.8050169,-73.945272,,54,360610198002000,+40.8044813,2000,0,36,2000,210701008619851,BK,+40.8044813,S,Block 2000,3265088,019800,-073.9436660,2,96354,2,-073.9436660,G5040,L,U,061,,54,360610198002000,+40.8044813,2000,0,36,2000,210701008619851,BK,+40.8044813,S,Block 2000,3265088,019800,-073.9436660,2,96354,2,-073.9436660,G5040,L,U,061,360610198002000,36,061,019800,2000
Marcus Garvey Park (Pool),"Madison Avenue, East 120 to East 124 streets",No,,Manhattan,,40.8037062,-73.9379199,,309,360610196003002,+40.8043782,3002,0,36,3002,210701008621116,BK,+40.8043782,S,Block 3002,3010033,019600,-073.9384747,3,13391,3,-073.9384747,G5040,L,U,061,,309,360610196003002,+40.8043782,3002,0,36,3002,210701008621116,BK,+40.8043782,S,Block 3002,3010033,019600,-073.9384747,3,13391,3,-073.9384747,G5040,L,U,061,360610196003002,36,061,019600,3002
Maria Hernandez Park,"Knickerbocker to Irving avenues, Starr to Suydam Streets",Yes,,Brooklyn,,40.7030495,-73.9228108,,870,360470429002000,+40.7025362,2000,0,36,2000,210701004649294,BK,+40.7025362,S,Block 2000,4640218,042900,-073.9227327,2,17424,290,-073.9227327,G5040,L,U,047,,870,360470429002000,+40.7025362,2000,0,36,2000,210701004649294,BK,+40.7025362,S,Block 2000,4640218,042900,-073.9227327,2,17424,290,-073.9227327,G5040,L,U,047,360470429002000,36,047,042900,2000
Marie Curie Park (JHS 158),"211 & Oceana streets, 46 Avenue",Yes,,Queens,,40.755137,-73.7828696,,201,360811451011012,+40.7540808,1012,0,36,1012,210701006108268,BK,+40.7540808,S,Block 1012,2939728,145101,-073.7825064,1,49229,67,-073.7825064,G5040,L,U,081,,201,360811451011012,+40.7540808,1012,0,36,1012,210701006108268,BK,+40.7540808,S,Block 1012,2939728,145101,-073.7825064,1,49229,67,-073.7825064,G5040,L,U,081,360811451011012,36,081,145101,1012
Marine Park,Burnett Street between Avenue U and Avenue X/west of East 33rd Street,Yes,,Brooklyn,,40.590591,-73.9706008,,314,360470388003002,+40.5915522,3002,0,36,3002,210701004650837,BK,+40.5915522,S,Block 3002,4614475,038800,-073.9708896,3,18872,116,-073.9708896,G5040,L,U,047,,314,360470388003002,+40.5915522,3002,0,36,3002,210701004650837,BK,+40.5915522,S,Block 3002,4614475,038800,-073.9708896,3,18872,116,-073.9708896,G5040,L,U,047,360470388003002,36,047,038800,3002
Marine Park Nature Center,East 33rd Street and Avenue U,,Yes,Brooklyn,,40.6050708,-73.9298714,,1,360470666001001,+40.6059426,1001,0,36,1001,210701004656378,BK,+40.6059426,S,Block 1001,6655710,066600,-073.9347998,1,330153,1,-073.9347998,G5040,L,U,047,,1,360470666001001,+40.6059426,1001,0,36,1001,210701004656378,BK,+40.6059426,S,Block 1001,6655710,066600,-073.9347998,1,330153,1,-073.9347998,G5040,L,U,047,360470666001001,36,047,066600,1001
Marion-Hopkinson Playground,Hopkinson Avenue & Marion Street,Yes,,Brooklyn,,40.6814134,-73.9141835,,512,360470371001001,+40.6816208,1001,0,36,1001,210701004657169,BK,+40.6816208,S,Block 1001,6658719,037100,-073.9155767,1,18674,238,-073.9155767,G5040,L,U,047,,512,360470371001001,+40.6816208,1001,0,36,1001,210701004657169,BK,+40.6816208,S,Block 1001,6658719,037100,-073.9155767,1,18674,238,-073.9155767,G5040,L,U,047,360470371001001,36,047,037100,1001
Markham Playground,"Willowbrook Parkway, Forest Avenue & Houston Street",Yes,Yes,Staten Island,,40.569727,-74.1314386,,81,360850138002000,+40.5700018,2000,0,36,2000,210701004607533,BK,+40.5700018,S,Block 2000,4873147,013800,-074.1312512,2,128778,27,-074.1312512,G5040,L,U,085,,81,360850138002000,+40.5700018,2000,0,36,2000,210701004607533,BK,+40.5700018,S,Block 2000,4873147,013800,-074.1312512,2,128778,27,-074.1312512,G5040,L,U,085,360850138002000,36,085,013800,2000
Martin Luther King Houses,"Lenox Avenue, West 113 to West 114 streets",Yes,,Manhattan,,40.8000798,-73.9510414,,1051,360610186003000,+40.8004222,3000,0,36,3000,210701008618832,BK,+40.8004222,S,Block 3000,2884040,018600,-073.9499329,3,22291,421,-073.9499329,G5040,L,U,061,,1051,360610186003000,+40.8004222,3000,0,36,3000,210701008618832,BK,+40.8004222,S,Block 3000,2884040,018600,-073.9499329,3,22291,421,-073.9499329,G5040,L,U,061,360610186003000,36,061,018600,3000
Martinez Playground,"Scholes Street, Graham Avenue",Yes,,Brooklyn,,40.7087885,-73.9434505,,29,360470505001003,+40.7094210,1003,0,36,1003,210701004657471,BK,+40.7094210,S,Block 1003,5933754,050500,-073.9443994,1,23062,3,-073.9443994,G5040,L,U,047,,29,360470505001003,+40.7094210,1003,0,36,1003,210701004657471,BK,+40.7094210,S,Block 1003,5933754,050500,-073.9443994,1,23062,3,-073.9443994,G5040,L,U,047,360470505001003,36,047,050500,1003
Mathew Muliner Playground,"Delancy Place, Muliner Avenue, Matthews Avenue",Yes,Yes,Bronx,,40.8472985,-73.86114839999999,,309,360050232001001,+40.8473453,1001,0,36,1001,210701006027382,BK,+40.8473453,S,Block 1001,1605780,023200,-073.8616544,1,20273,127,-073.8616544,G5040,L,U,005,,309,360050232001001,+40.8473453,1001,0,36,1001,210701006027382,BK,+40.8473453,S,Block 1001,1605780,023200,-073.8616544,1,20273,127,-073.8616544,G5040,L,U,005,360050232001001,36,005,023200,1001
Maurice A. Fitzgerald Playground,Atlantic Avenue & 106 Street,Yes,,Queens,,40.690781,-73.83926939999999,,69,360810116001003,+40.6902527,1003,0,36,1003,210701006115567,BK,+40.6902527,S,Block 1003,1986097,011600,-073.8400162,1,10811,14,-073.8400162,G5040,L,U,081,,69,360810116001003,+40.6902527,1003,0,36,1003,210701006115567,BK,+40.6902527,S,Block 1003,1986097,011600,-073.8400162,1,10811,14,-073.8400162,G5040,L,U,081,360810116001003,36,081,011600,1003
Maurice Park,"Maurice, Borden, 54 avenues, 63 Street",Yes,,Queens,,40.7273749,-73.90312,,119,360810511001004,+40.7267598,1004,0,36,1004,210701006111142,BK,+40.7267598,S,Block 1004,1230044,051100,-073.9024928,1,9567,48,-073.9024928,G5040,L,U,081,,119,360810511001004,+40.7267598,1004,0,36,1004,210701006111142,BK,+40.7267598,S,Block 1004,1230044,051100,-073.9024928,1,9567,48,-073.9024928,G5040,L,U,081,360810511001004,36,081,051100,1004
May Matthews Playground,West 45 Street between 9 & 10 avenues,Yes,,Manhattan,,40.7595716,-73.9893629,,1248,360610121012000,+40.7600751,2000,0,36,2000,210701008620396,BK,+40.7600751,S,Block 2000,4647795,012101,-073.9895801,2,21994,977,-073.9895801,G5040,L,U,061,,1248,360610121012000,+40.7600751,2000,0,36,2000,210701008620396,BK,+40.7600751,S,Block 2000,4647795,012101,-073.9895801,2,21994,977,-073.9895801,G5040,L,U,061,360610121012000,36,061,012101,2000
Mazzei Playground,"Mace Avenue, Williamsbridge Road",Yes,,Bronx,,40.8630438,-73.8580616,,239,360050326001002,+40.8644430,1002,0,36,1002,210701006029018,BK,+40.8644430,S,Block 1002,1474949,032600,-073.8581815,1,17693,86,-073.8581815,G5040,L,U,005,,239,360050326001002,+40.8644430,1002,0,36,1002,210701006029018,BK,+40.8644430,S,Block 1002,1474949,032600,-073.8581815,1,17693,86,-073.8581815,G5040,L,U,005,360050326001002,36,005,032600,1002
McCaffrey Playground,"West 43 Street, 8 & 9 avenues",Yes,,Manhattan,,40.7692123,-73.9847724,,423,360610145003001,+40.7686603,3001,0,36,3001,210701008618136,BK,+40.7686603,S,Block 3001,3354380,014500,-073.9844168,3,8801,279,-073.9844168,G5040,L,U,061,,423,360610145003001,+40.7686603,3001,0,36,3001,210701008618136,BK,+40.7686603,S,Block 3001,3354380,014500,-073.9844168,3,8801,279,-073.9844168,G5040,L,U,061,360610145003001,36,061,014500,3001
McCarren Park,12th Street/Driggs Avenue/Lorimer Street/Bedford Avenue,Yes,,Brooklyn,,40.72348400000001,-73.95164989999999,,0,360470517002000,+40.7219773,2000,0,36,2000,210701004653269,BK,+40.7219773,S,Block 2000,4140193,051700,-073.9541590,2,38622,0,-073.9541590,G5040,L,U,047,,0,360470517002000,+40.7219773,2000,0,36,2000,210701004653269,BK,+40.7219773,S,Block 2000,4140193,051700,-073.9541590,2,38622,0,-073.9541590,G5040,L,U,047,360470517002000,36,047,051700,2000
McDonald Playground,"Mcdonald Avenue, between avenues S & T",Yes,,Brooklyn,,40.6224668,-73.9755775,,253,360470450001004,+40.6225329,1004,0,36,1004,210701004651874,BK,+40.6225329,S,Block 1004,8105789,045000,-073.9750414,1,25034,64,-073.9750414,G5040,L,U,047,,253,360470450001004,+40.6225329,1004,0,36,1004,210701004651874,BK,+40.6225329,S,Block 1004,8105789,045000,-073.9750414,1,25034,64,-073.9750414,G5040,L,U,047,360470450001004,36,047,045000,1004
McDonald Playground,"Forest Avenue, Myrtle Avenue between Broadway & Burgher",Yes,,Staten Island,,40.7594235,-73.9850933,,506,360610125004000,+40.7602300,4000,0,36,4000,210701008620196,BK,+40.7602300,S,Block 4000,3846096,012500,-073.9860957,4,17852,495,-073.9860957,G5040,L,U,061,,506,360610125004000,+40.7602300,4000,0,36,4000,210701008620196,BK,+40.7602300,S,Block 4000,3846096,012500,-073.9860957,4,17852,495,-073.9860957,G5040,L,U,061,360610125004000,36,061,012500,4000
McKinley Park,"Fort Hamilton Parkway, 73 to 78 streets, 7 Avenue",Yes,,Brooklyn,,40.6248744,-74.0196314,,0,360470136001000,+40.6256170,1000,0,36,1000,210701004653632,BK,+40.6256170,S,Block 1000,4709338,013600,-074.0191045,1,9809,0,-074.0191045,G5040,L,U,047,,0,360470136001000,+40.6256170,1000,0,36,1000,210701004653632,BK,+40.6256170,S,Block 1000,4709338,013600,-074.0191045,1,9809,0,-074.0191045,G5040,L,U,047,360470136001000,36,047,013600,1000
McKinley Playground,"Avenue A, East 3-East 4 streets",No,,Manhattan,,40.7238277,-73.9850428,,680,360610032005000,+40.7234683,5000,0,36,5000,210701008618878,BK,+40.7234683,S,Block 5000,2885164,003200,-073.9839068,5,17438,360,-073.9839068,G5040,L,U,061,,680,360610032005000,+40.7234683,5000,0,36,5000,210701008618878,BK,+40.7234683,S,Block 5000,2885164,003200,-073.9839068,5,17438,360,-073.9839068,G5040,L,U,061,360610032005000,36,061,003200,5000
McLaughlin Park,"Tillary Street, Jay Street, Cathedral Place, Bridge Street",Yes,,Brooklyn,,40.6959514,-73.9866012,,410,360470013001011,+40.6954926,1011,0,36,1011,210701004655418,BK,+40.6954926,S,Block 1011,4144859,001300,-073.9860928,1,18581,1,-073.9860928,G5040,L,U,047,,410,360470013001011,+40.6954926,1011,0,36,1011,210701004655418,BK,+40.6954926,S,Block 1011,4144859,001300,-073.9860928,1,18581,1,-073.9860928,G5040,L,U,047,360470013001011,36,047,001300,1011
Mellett Playground,Avenue V between East 13 & East 14 streets,Yes,,Brooklyn,,40.735744,-73.99250219999999,,1027,360610052002006,+40.7359509,2006,0,36,2006,210701008621645,BK,+40.7359509,S,Block 2006,2844879,005200,-073.9924173,2,15885,669,-073.9924173,G5040,L,U,061,,1027,360610052002006,+40.7359509,2006,0,36,2006,210701008621645,BK,+40.7359509,S,Block 2006,2844879,005200,-073.9924173,2,15885,669,-073.9924173,G5040,L,U,061,360610052002006,36,061,005200,2006
Metropolitan Pool,Southeast corner of Bedford & Metropolitan avenues,Yes,,Brooklyn,,40.7153113,-73.9604365,,181,360470553002002,+40.7158296,2002,0,36,2002,210701004656605,BK,+40.7158296,S,Block 2002,8105201,055300,-073.9610334,2,7360,85,-073.9610334,G5040,L,U,047,,181,360470553002002,+40.7158296,2002,0,36,2002,210701004656605,BK,+40.7158296,S,Block 2002,8105201,055300,-073.9610334,2,7360,85,-073.9610334,G5040,L,U,047,360470553002002,36,047,055300,2002
Michaelis-Bayswater Park,"Beach Channel Drive, B 32 Street, Dwight Avenue, Norton Avenue",Yes,Yes,Queens,,40.5987494,-73.7660029,,562,360810992001006,+40.5995794,1006,0,36,1006,210701006116729,BK,+40.5995794,S,Block 1006,1986738,099200,-073.7652107,1,19404,162,-073.7652107,G5040,L,U,081,,562,360810992001006,+40.5995794,1006,0,36,1006,210701006116729,BK,+40.5995794,S,Block 1006,1986738,099200,-073.7652107,1,19404,162,-073.7652107,G5040,L,U,081,360810992001006,36,081,099200,1006
Midland Beach & Boardwalk,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,Yes,Staten Island,This facility is currently closed,40.5901264,-74.077152,,55,360850070022015,+40.5902745,2015,0,36,2015,210701004605944,BK,+40.5902745,S,Block 2015,6327225,007002,-074.0763584,2,10131,23,-074.0763584,G5040,L,U,085,,55,360850070022015,+40.5902745,2015,0,36,2015,210701004605944,BK,+40.5902745,S,Block 2015,6327225,007002,-074.0763584,2,10131,23,-074.0763584,G5040,L,U,085,360850070022015,36,085,007002,2015
Midland Field,Midland Avenue & Mason Avenue,,Yes,Staten Island,Closed from 7:30 - 3:30p during the schoolyear.,40.5747762,-74.097614,,82,360850112032009,+40.5751944,2009,0,36,2009,210701004605631,BK,+40.5751944,S,Block 2009,7460994,011203,-074.0967989,2,9706,30,-074.0967989,G5040,L,U,085,,82,360850112032009,+40.5751944,2009,0,36,2009,210701004605631,BK,+40.5751944,S,Block 2009,7460994,011203,-074.0967989,2,9706,30,-074.0967989,G5040,L,U,085,360850112032009,36,085,011203,2009
Midland Playground,Lincoln & Mason avenues,Yes,,Staten Island,,40.5740084,-74.09855270000001,,107,360850112031011,+40.5753327,1011,0,36,1011,210701004608790,BK,+40.5753327,S,Block 1011,6323515,011203,-074.0997315,1,57154,39,-074.0997315,G5040,L,U,085,,107,360850112031011,+40.5753327,1011,0,36,1011,210701004608790,BK,+40.5753327,S,Block 1011,6323515,011203,-074.0997315,1,57154,39,-074.0997315,G5040,L,U,085,360850112031011,36,085,011203,1011
Millbrook Playground,"East 135 Street, Cypress Avenue",Yes,Yes,Bronx,,40.8037164,-73.91584619999999,,133,360050027011002,+40.8039145,1002,0,36,1002,210701006028379,BK,+40.8039145,S,Block 1002,2133237,002701,-073.9152314,1,4043,39,-073.9152314,G5040,L,U,005,,133,360050027011002,+40.8039145,1002,0,36,1002,210701006028379,BK,+40.8039145,S,Block 1002,2133237,002701,-073.9152314,1,4043,39,-073.9152314,G5040,L,U,005,360050027011002,36,005,002701,1002
Monsignor Mcgolrick Park,"Driggs to Nassau avenues, Russell to Monitor streets",Yes,,Brooklyn,,40.7257971,-73.9426335,,337,360470589012003,+40.7267720,2003,0,36,2003,210701004656167,BK,+40.7267720,S,Block 2003,4146738,058901,-073.9423146,2,16907,171,-073.9423146,G5040,L,U,047,,337,360470589012003,+40.7267720,2003,0,36,2003,210701004656167,BK,+40.7267720,S,Block 2003,4146738,058901,-073.9423146,2,16907,171,-073.9423146,G5040,L,U,047,360470589012003,36,047,058901,2003
Montbellier Park,Springfield Boulevard & 139 Avenue,No,,Queens,,40.673374,-73.7562501,,207,360810328002002,+40.6730073,2002,0,36,2002,210701006115805,BK,+40.6730073,S,Block 2002,1389958,032800,-073.7573806,2,18768,82,-073.7573806,G5040,L,U,081,,207,360810328002002,+40.6730073,2002,0,36,2002,210701006115805,BK,+40.6730073,S,Block 2002,1389958,032800,-073.7573806,2,18768,82,-073.7573806,G5040,L,U,081,360810328002002,36,081,032800,2002
Morningside Park,West 123 Street & Morningside Avenue,Yes,Yes,Manhattan,,40.8101043,-73.9550259,,2077,360610209012000,+40.8115469,2000,0,36,2000,210701008620261,BK,+40.8115469,S,Block 2000,2852125,020901,-073.9559782,2,53641,820,-073.9559782,G5040,L,U,061,,2077,360610209012000,+40.8115469,2000,0,36,2000,210701008620261,BK,+40.8115469,S,Block 2000,2852125,020901,-073.9559782,2,53641,820,-073.9559782,G5040,L,U,061,360610209012000,36,061,020901,2000
Morningside Park,"Athletic Fields and Lawns from 114th Street to 110th Street along Manhattan Avenue, East of Upper Path",Yes,,Manhattan,,40.802479,-73.9586849,,11,360610197011000,+40.8060556,1000,0,36,1000,210701008619672,BK,+40.8060556,S,Block 1000,3016567,019701,-073.9583141,1,162469,0,-073.9583141,G5040,L,U,061,,11,360610197011000,+40.8060556,1000,0,36,1000,210701008619672,BK,+40.8060556,S,Block 1000,3016567,019701,-073.9583141,1,162469,0,-073.9583141,G5040,L,U,061,360610197011000,36,061,019701,1000
Morningside Playground,West 117 Street & Morningside Avenue,Yes,,Manhattan,,40.8063273,-73.9577683,,11,360610197011000,+40.8060556,1000,0,36,1000,210701008619672,BK,+40.8060556,S,Block 1000,3016567,019701,-073.9583141,1,162469,0,-073.9583141,G5040,L,U,061,,11,360610197011000,+40.8060556,1000,0,36,1000,210701008619672,BK,+40.8060556,S,Block 1000,3016567,019701,-073.9583141,1,162469,0,-073.9583141,G5040,L,U,061,360610197011000,36,061,019701,1000
