Name,Location,Open Year-Round,Handicap Accessible,Borough,Comments,Latitude,Longitude,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,GEOID,STATE,COUNTY,TRACT,BLOCK
Horace Harding Playground (PS 206),62 Drive between 97 Place & 98 Street,Yes,,Queens,,40.7271346,-73.8680487,,185,360810695002003,+40.7263755,2003,0,36,2003,210701006110744,BK,+40.7263755,S,Block 2003,3498573,069500,-073.8690890,2,21979,65,-073.8690890,G5040,L,U,081,,185,360810695002003,+40.7263755,2003,0,36,2003,210701006110744,BK,+40.7263755,S,Block 2003,3498573,069500,-073.8690890,2,21979,65,-073.8690890,G5040,L,U,081,360810695002003,36,081,069500,2003
Horseshoe Playground,"Hall Place, Rogers Place, East 165 Street",Yes,,Bronx,,40.8238496,-73.8973039,,325,360050129011005,+40.8227744,1005,0,36,1005,210701006027724,BK,+40.8227744,S,Block 1005,1607773,012901,-073.8973530,1,16665,130,-073.8973530,G5040,L,U,005,,325,360050129011005,+40.8227744,1005,0,36,1005,210701006027724,BK,+40.8227744,S,Block 1005,1607773,012901,-073.8973530,1,16665,130,-073.8973530,G5040,L,U,005,360050129011005,36,005,012901,1005
Howard Bennett Playground,"West 135 to West 136 streets, Lenox to 5 avenues",Yes,,Manhattan,,40.7744146,-73.9656177,,0,360610143001020,+40.7747083,1020,7813,36,1020,210701008619833,BK,+40.7747275,S,Block 1020,3265072,014300,-073.9667545,1,96612,0,-073.9664160,G5040,B,U,061,,0,360610143001020,+40.7747083,1020,7813,36,1020,210701008619833,BK,+40.7747275,S,Block 1020,3265072,014300,-073.9667545,1,96612,0,-073.9664160,G5040,B,U,061,360610143001020,36,061,014300,1020
Hunts Point Playground,"Spofford Avenue, Hunts Point Avenue, Faile Street",Yes,,Bronx,,40.815914,-73.887085,,256,360050117011004,+40.8162723,1004,0,36,1004,210701006028618,BK,+40.8162723,S,Block 1004,1766957,011701,-073.8872597,1,6324,97,-073.8872597,G5040,L,U,005,,256,360050117011004,+40.8162723,1004,0,36,1004,210701006028618,BK,+40.8162723,S,Block 1004,1766957,011701,-073.8872597,1,6324,97,-073.8872597,G5040,L,U,005,360050117011004,36,005,011701,1004
Inwood Hill Park (Nature Center),Gaelic Field and Area around Salt Marsh West of Indian Road (at 218th Street),Yes,,Manhattan,,40.8716065,-73.9150554,,3,360610297001001,+40.8731520,1001,0,36,1001,210701008618006,BK,+40.8731520,S,Block 1001,2341416,029700,-073.9152326,1,134745,0,-073.9152326,G5040,L,U,061,,3,360610297001001,+40.8731520,1001,0,36,1001,210701008618006,BK,+40.8731520,S,Block 1001,2341416,029700,-073.9152326,1,134745,0,-073.9152326,G5040,L,U,061,360610297001001,36,061,029700,1001
Inwood Hill Park (Payson Playground),Payson & Dyckman streets,Yes,,Manhattan,,40.8667472,-73.9287258,,13,360610297001003,+40.8717465,1003,0,36,1003,210701008618776,BK,+40.8717465,S,Block 1003,2979472,029700,-073.9247883,1,586886,3,-073.9247883,G5040,L,U,061,,13,360610297001003,+40.8717465,1003,0,36,1003,210701008618776,BK,+40.8717465,S,Block 1003,2979472,029700,-073.9247883,1,586886,3,-073.9247883,G5040,L,U,061,360610297001003,36,061,029700,1003
Inwood Hill Park (Tennis Courts),Tennis courts & ballfields along Seaman Avenue from 207th Street to 214th Street,Yes,,Manhattan,,40.8710264,-73.9192303,,328,360610303003000,+40.8716296,3000,0,36,3000,210701008620986,BK,+40.8716296,S,Block 3000,3136323,030300,-073.9191911,3,6037,189,-073.9191911,G5040,L,U,061,,328,360610303003000,+40.8716296,3000,0,36,3000,210701008620986,BK,+40.8716296,S,Block 3000,3136323,030300,-073.9191911,3,6037,189,-073.9191911,G5040,L,U,061,360610303003000,36,061,030300,3000
J. Hood Wright Park,"Ft. Washington & Haven avenues, West 173 Street",Yes,Yes,Manhattan,,40.84213949999999,-73.9422811,,24,360610251001002,+40.8406787,1002,0,36,1002,210701008621753,BK,+40.8406787,S,Block 1002,3457452,025100,-073.9415255,1,50710,2,-073.9415255,G5040,L,U,061,,24,360610251001002,+40.8406787,1002,0,36,1002,210701008621753,BK,+40.8406787,S,Block 1002,3457452,025100,-073.9415255,1,50710,2,-073.9415255,G5040,L,U,061,360610251001002,36,061,025100,1002
J.J. Byrne Memorial Park,"3 to 4 streets, 4 to 5 avenues",Yes,,Brooklyn,,40.6498711,-74.0053756,,760,360470082001001,+40.6505477,1001,0,36,1001,210701004653728,BK,+40.6505477,S,Block 1001,4138788,008200,-074.0064952,1,19399,276,-074.0064952,G5040,L,U,047,,760,360470082001001,+40.6505477,1001,0,36,1001,210701004653728,BK,+40.6505477,S,Block 1001,4138788,008200,-074.0064952,1,19399,276,-074.0064952,G5040,L,U,047,360470082001001,36,047,008200,1001
Jackie Robinson Park,Malcolm X Boulevard between Chauncey and Marion streets,Yes,Yes,Brooklyn,,40.6809619,-73.9181759,,510,360470379002000,+40.6813097,2000,0,36,2000,210701004653871,BK,+40.6813097,S,Block 2000,5935553,037900,-073.9182732,2,19370,212,-073.9182732,G5040,L,U,047,,510,360470379002000,+40.6813097,2000,0,36,2000,210701004653871,BK,+40.6813097,S,Block 2000,5935553,037900,-073.9182732,2,19370,212,-073.9182732,G5040,L,U,047,360470379002000,36,047,037900,2000
Jackie Robinson Park,West 149 Street & Bradhurst Avenue,Yes,,Manhattan,,40.8257929,-73.9410556,,0,360610231003000,+40.8250559,3000,0,36,3000,210701008620014,BK,+40.8250559,S,Block 3000,3347898,023100,-073.9422056,3,36736,0,-073.9422056,G5040,L,U,061,,0,360610231003000,+40.8250559,3000,0,36,3000,210701008620014,BK,+40.8250559,S,Block 3000,3347898,023100,-073.9422056,3,36736,0,-073.9422056,G5040,L,U,061,360610231003000,36,061,023100,3000
Jackie Robinson Park (Playground One Fifty Two CLII),West 152 Street & Bradhurst Avenue,Yes,,Manhattan,,40.8276846,-73.9396757,,0,360610235014000,+40.8282876,4000,0,36,4000,210701008621364,BK,+40.8282876,S,Block 4000,3347856,023501,-073.9399720,4,36493,0,-073.9399720,G5040,L,U,061,,0,360610235014000,+40.8282876,4000,0,36,4000,210701008621364,BK,+40.8282876,S,Block 4000,3347856,023501,-073.9399720,4,36493,0,-073.9399720,G5040,L,U,061,360610235014000,36,061,023501,4000
Jackie Robinson Park (Recreation Center),"Bradhurst & Edgecombe avenues,West 145 to West 155 streets",Yes,Yes,Manhattan,,40.8309147,-73.9414249,,921,360610235013000,+40.8308732,3000,0,36,3000,210701008621335,BK,+40.8308732,S,Block 3000,3709632,023501,-073.9423793,3,13869,371,-073.9423793,G5040,L,U,061,,921,360610235013000,+40.8308732,3000,0,36,3000,210701008621335,BK,+40.8308732,S,Block 3000,3709632,023501,-073.9423793,3,13869,371,-073.9423793,G5040,L,U,061,360610235013000,36,061,023501,3000
Jackie Robinson Playground,"Sullivan Place & Franklin Avenue, Montgomery Street",Yes,,Brooklyn,,40.6662639,-73.95955959999999,,0,360470325003000,+40.6664283,3000,0,36,3000,210701004648976,BK,+40.6664283,S,Block 3000,6748481,032500,-073.9580528,3,24182,0,-073.9580528,G5040,L,U,047,,0,360470325003000,+40.6664283,3000,0,36,3000,210701004648976,BK,+40.6664283,S,Block 3000,6748481,032500,-073.9580528,3,24182,0,-073.9580528,G5040,L,U,047,360470325003000,36,047,032500,3000
Jacob Schiff Playground (PS 192),"Amsterdam Avenue, West 136 Street",Yes,,Manhattan,,40.8195841,-73.95174829999999,,50,360610223012000,+40.8206882,2000,0,36,2000,210701008620387,BK,+40.8206882,S,Block 2000,3664739,022301,-073.9525505,2,37709,1,-073.9525505,G5040,L,U,061,,50,360610223012000,+40.8206882,2000,0,36,2000,210701008620387,BK,+40.8206882,S,Block 2000,3664739,022301,-073.9525505,2,37709,1,-073.9525505,G5040,L,U,061,360610223012000,36,061,022301,2000
James J. Walker Park (Carmine Recreation Center),"Hudson, Leroy, Clarkson Streets, 7 Avenue",Yes,,Manhattan,,40.7296395,-74.0084028,,0,360610069002004,+40.7300339,2004,0,36,2004,210701008621843,BK,+40.7300339,S,Block 2004,2884648,006900,-074.0087187,2,5831,0,-074.0087187,G5040,L,U,061,,0,360610069002004,+40.7300339,2004,0,36,2004,210701008621843,BK,+40.7300339,S,Block 2004,2884648,006900,-074.0087187,2,5831,0,-074.0087187,G5040,L,U,061,360610069002004,36,061,006900,2004
Jesse Owens Playground,Stuyvesant & Lafayette avenues,Yes,Yes,Brooklyn,,40.6918995,-73.9338283,,679,360470289002000,+40.6924266,2000,0,36,2000,210701004650143,BK,+40.6924266,S,Block 2000,4609593,028900,-073.9324424,2,20564,283,-073.9324424,G5040,L,U,047,,679,360470289002000,+40.6924266,2000,0,36,2000,210701004650143,BK,+40.6924266,S,Block 2000,4609593,028900,-073.9324424,2,20564,283,-073.9324424,G5040,L,U,047,360470289002000,36,047,028900,2000
John Golden Park,"215 Place, south of 32 Avenue",No,Yes,Queens,,40.7696412,-73.8065075,,0,360811151001001,+40.7705237,1001,13939,36,1001,210701006112546,BK,+40.7704663,S,Block 1001,1022862,115100,-073.8073610,1,43388,0,-073.8071054,G5040,B,U,081,,0,360811151001001,+40.7705237,1001,13939,36,1001,210701006112546,BK,+40.7704663,S,Block 1001,1022862,115100,-073.8073610,1,43388,0,-073.8071054,G5040,B,U,081,360811151001001,36,081,115100,1001
John J. Carty Park,"Fort Hamilton Parkway, 94-95 streets",Yes,,Brooklyn,,40.6156341,-74.0287151,,516,360470162001001,+40.6156699,1001,0,36,1001,210701004651534,BK,+40.6156699,S,Block 1001,6744670,016200,-074.0299549,1,19777,228,-074.0299549,G5040,L,U,047,,516,360470162001001,+40.6156699,1001,0,36,1001,210701004651534,BK,+40.6156699,S,Block 1001,6744670,016200,-074.0299549,1,19777,228,-074.0299549,G5040,L,U,047,360470162001001,36,047,016200,1001
John Jay Park & Pool,East 76-East 78 streets & Cherokee Place,Yes,,Manhattan,,40.77495380000001,-73.96149679999999,,429,360610142003001,+40.7749809,3001,0,36,3001,210701008619474,BK,+40.7749809,S,Block 3001,3845444,014200,-073.9620502,3,12526,299,-073.9620502,G5040,L,U,061,,429,360610142003001,+40.7749809,3001,0,36,3001,210701008619474,BK,+40.7749809,S,Block 3001,3845444,014200,-073.9620502,3,12526,299,-073.9620502,G5040,L,U,061,360610142003001,36,061,014200,3001
John Paul Jones Park,"Shore Parkway, Fort Hamilton Parkway, 101 Street",Yes,,Brooklyn,,40.6111563,-74.0325481,,320,360470162002004,+40.6119810,2004,0,36,2004,210701004653989,BK,+40.6119810,S,Block 2004,6655180,016200,-074.0330755,2,19496,195,-074.0330755,G5040,L,U,047,,320,360470162002004,+40.6119810,2004,0,36,2004,210701004653989,BK,+40.6119810,S,Block 2004,6655180,016200,-074.0330755,2,19496,195,-074.0330755,G5040,L,U,047,360470162002004,36,047,016200,2004
Joline Pool Playground (Modular Equipment),"Joline Avenue, Hylan Boulevard",No,,Staten Island,,40.5062126,-74.2349127,,498,360850244012001,+40.5087181,2001,0,36,2001,210701004606161,BK,+40.5087181,S,Block 2001,5954560,024401,-074.2376016,2,134694,196,-074.2376016,G5040,L,U,085,,498,360850244012001,+40.5087181,2001,0,36,2001,210701004606161,BK,+40.5087181,S,Block 2001,5954560,024401,-074.2376016,2,134694,196,-074.2376016,G5040,L,U,085,360850244012001,36,085,024401,2001
Joline Pool Playground (Modular Equipment),"Joline Avenue, Hylan Boulevard",No,Yes,Staten Island,,40.5062126,-74.2349127,,498,360850244012001,+40.5087181,2001,0,36,2001,210701004606161,BK,+40.5087181,S,Block 2001,5954560,024401,-074.2376016,2,134694,196,-074.2376016,G5040,L,U,085,,498,360850244012001,+40.5087181,2001,0,36,2001,210701004606161,BK,+40.5087181,S,Block 2001,5954560,024401,-074.2376016,2,134694,196,-074.2376016,G5040,L,U,085,360850244012001,36,085,024401,2001
Joseph Austin Playground,Grand Central Parkway & 164 Place,Yes,,Queens,,40.7165322,-73.8019198,,0,360810452001000,+40.7168848,1000,0,36,1000,210701006105025,BK,+40.7168848,S,Block 1000,1851270,045200,-073.8004728,1,3678,0,-073.8004728,G5040,L,U,081,,0,360810452001000,+40.7168848,1000,0,36,1000,210701006105025,BK,+40.7168848,S,Block 1000,1851270,045200,-073.8004728,1,3678,0,-073.8004728,G5040,L,U,081,360810452001000,36,081,045200,1000
Joseph F. Mafera Park,65 Place & Catalpa Avenue & 68 Avenue,Yes,,Queens,,40.70534990000001,-73.8916486,,183,360810581001000,+40.7056361,1000,0,36,1000,210701006112618,BK,+40.7056361,S,Block 1000,1850527,058100,-073.8920004,1,11589,58,-073.8920004,G5040,L,U,081,,183,360810581001000,+40.7056361,1000,0,36,1000,210701006112618,BK,+40.7056361,S,Block 1000,1850527,058100,-073.8920004,1,11589,58,-073.8920004,G5040,L,U,081,360810581001000,36,081,058100,1000
Julio Carballo Field,"Lafayette Avenue, Manda Street",Yes,,Bronx,,40.8224911,-73.8551476,,268,360050098004002,+40.8230204,4002,0,36,4002,210701006027111,BK,+40.8230204,S,Block 4002,1603799,009800,-073.8536938,4,22383,92,-073.8536938,G5040,L,U,005,,268,360050098004002,+40.8230204,4002,0,36,4002,210701006027111,BK,+40.8230204,S,Block 4002,1603799,009800,-073.8536938,4,22383,92,-073.8536938,G5040,L,U,005,360050098004002,36,005,009800,4002
Juniper Valley Park,Lutheran Avenue; North and South Juniper boulevards; and the pathway from 76th Street on north end to 75th Street on south end,Yes,Yes,Queens,,40.7432725,-73.8897272,,727,360810267003007,+40.7443440,3007,0,36,3007,210701006111355,BK,+40.7443440,S,Block 3007,3120177,026700,-073.8895268,3,18056,274,-073.8895268,G5040,L,U,081,,727,360810267003007,+40.7443440,3007,0,36,3007,210701006111355,BK,+40.7443440,S,Block 3007,3120177,026700,-073.8895268,3,18056,274,-073.8895268,G5040,L,U,081,360810267003007,36,081,026700,3007
Juniper Valley Park (North Playground Tennis),62nd Avenue & 80th Street,Yes,,Queens,,40.7231038,-73.8776718,,212,360810671002009,+40.7242475,2009,0,36,2009,210701006109974,BK,+40.7242475,S,Block 2009,3505202,067100,-073.8780206,2,20419,80,-073.8780206,G5040,L,U,081,,212,360810671002009,+40.7242475,2009,0,36,2009,210701006109974,BK,+40.7242475,S,Block 2009,3505202,067100,-073.8780206,2,20419,80,-073.8780206,G5040,L,U,081,360810671002009,36,081,067100,2009
K.L. Williams Playground (Tennis),"Liberty Avenue, 172-173 streets",Yes,,Queens,,40.7046003,-73.7854301,,30,360810444003016,+40.7043573,3016,0,36,3016,210701006116652,BK,+40.7043573,S,Block 3016,1851929,044400,-073.7865169,3,21462,3,-073.7865169,G5040,L,U,081,,30,360810444003016,+40.7043573,3016,0,36,3016,210701006116652,BK,+40.7043573,S,Block 3016,1851929,044400,-073.7865169,3,21462,3,-073.7865169,G5040,L,U,081,360810444003016,36,081,044400,3016
Kaiser Park,"South of Gravesend Bay, southeast of Path, northeast of Neptune Avenue",Yes,,Brooklyn,,40.5792604,-73.9819541,,63,360470348001016,+40.5806538,1016,0,36,1016,210701004654157,BK,+40.5806538,S,Block 1016,5613222,034800,-073.9818746,1,17449,16,-073.9818746,G5040,L,U,047,,63,360470348001016,+40.5806538,1016,0,36,1016,210701004654157,BK,+40.5806538,S,Block 1016,5613222,034800,-073.9818746,1,17449,16,-073.9818746,G5040,L,U,047,360470348001016,36,047,034800,1016
Katzman Playground,Yellowstone Boulevard between 68 Avenue & 68 Road,Yes,,Queens,,40.7225571,-73.8520846,,204,360810711002001,+40.7231575,2001,0,36,2001,210701006110380,BK,+40.7231575,S,Block 2001,1342155,071100,-073.8537770,2,21516,82,-073.8537770,G5040,L,U,081,,204,360810711002001,+40.7231575,2001,0,36,2001,210701006110380,BK,+40.7231575,S,Block 2001,1342155,071100,-073.8537770,2,21516,82,-073.8537770,G5040,L,U,081,360810711002001,36,081,071100,2001
Kennedy King Playground,East 93 Street & Lenox Road,Yes,,Brooklyn,,40.6574779,-73.9214116,,796,360470882004000,+40.6580609,4000,0,36,4000,210701004652824,BK,+40.6580609,S,Block 4000,4138146,088200,-073.9226645,4,18785,360,-073.9226645,G5040,L,U,047,,796,360470882004000,+40.6580609,4000,0,36,4000,210701004652824,BK,+40.6580609,S,Block 4000,4138146,088200,-073.9226645,4,18785,360,-073.9226645,G5040,L,U,047,360470882004000,36,047,088200,4000
Kennedy Playground,Corp. Kennedy Street & 33 Avenue,Yes,,Queens,,40.7706178,-73.77970789999999,,0,360811097001009,+40.7712964,1009,0,36,1009,210701006108521,BK,+40.7712964,S,Block 1009,2011253,109700,-073.7809936,1,28404,0,-073.7809936,G5040,L,U,081,,0,360811097001009,+40.7712964,1009,0,36,1009,210701006108521,BK,+40.7712964,S,Block 1009,2011253,109700,-073.7809936,1,28404,0,-073.7809936,G5040,L,U,081,360811097001009,36,081,109700,1009
Kissena Corridor East (Underhill Playground),Peck Avenue & 188 Street,Yes,,Queens,,40.7444463,-73.7883899,,0,360811417004007,+40.7434940,4007,0,36,4007,210701006110844,BK,+40.7434940,S,Block 4007,7290413,141700,-073.7874594,4,15013,0,-073.7874594,G5040,L,U,081,,0,360811417004007,+40.7434940,4007,0,36,4007,210701006110844,BK,+40.7434940,S,Block 4007,7290413,141700,-073.7874594,4,15013,0,-073.7874594,G5040,L,U,081,360811417004007,36,081,141700,4007
Kissena Park,"Oak Avenue, 104th Street, & Kissena Lake Area",Yes,,Queens,,40.7506548,-73.862104,,1167,360810403021004,+40.7514876,1004,0,36,1004,210701006113958,BK,+40.7514876,S,Block 1004,3506391,040302,-073.8608456,1,25140,292,-073.8608456,G5040,L,U,081,,1167,360810403021004,+40.7514876,1004,0,36,1004,210701006113958,BK,+40.7514876,S,Block 1004,3506391,040302,-073.8608456,1,25140,292,-073.8608456,G5040,L,U,081,360810403021004,36,081,040302,1004
Kissena Park (Tennis Courts),Rose & Oak avenues,Yes,,Queens,,40.7503423,-73.8100499,,97,360811199001011,+40.7511003,1011,0,36,1011,210701006113487,BK,+40.7511003,S,Block 1011,1986698,119900,-073.8096047,1,9766,26,-073.8096047,G5040,L,U,081,,97,360811199001011,+40.7511003,1011,0,36,1011,210701006113487,BK,+40.7511003,S,Block 1011,1986698,119900,-073.8096047,1,9766,26,-073.8096047,G5040,L,U,081,360811199001011,36,081,119900,1011
La Guardia Playground West,"Havemeyer, Roebling streets & South 4",Yes,,Brooklyn,,40.7132122,-73.95635229999999,,221,360470519003005,+40.7128340,3005,0,36,3005,210701004654739,BK,+40.7128340,S,Block 3005,5615199,051900,-073.9559279,3,10121,122,-073.9559279,G5040,L,U,047,,221,360470519003005,+40.7128340,3005,0,36,3005,210701004654739,BK,+40.7128340,S,Block 3005,5615199,051900,-073.9559279,3,10121,122,-073.9559279,G5040,L,U,047,360470519003005,36,047,051900,3005
Lawerence Virgilio Playground,39 Drive & 54 Street,Yes,Yes,Queens,,40.7468643,-73.90967429999999,,0,360810251001001,+40.7467233,1001,0,36,1001,210701006109587,BK,+40.7458960,S,Block 1001,3124996,025100,-073.9098453,1,38207,0,-073.9091175,G5040,L,U,081,,0,360810251001001,+40.7467233,1001,0,36,1001,210701006109587,BK,+40.7458960,S,Block 1001,3124996,025100,-073.9098453,1,38207,0,-073.9091175,G5040,L,U,081,360810251001001,36,081,025100,1001
Leif Ericson Park & Square,CLF behind CS adjacent to 5th Avenue to 7th Avenue(Highway) between 66th and 67th Street,Yes,,Brooklyn,,41.4366615,-81.7321771,,27,390351062003025,+41.4367695,3025,0,39,3025,210701004128389,BK,+41.4367695,S,Block 3025,2876394,106200,-081.7316575,3,8145,14,-081.7316575,G5040,L,U,035,,27,390351062003025,+41.4367695,3025,0,39,3025,210701004128389,BK,+41.4367695,S,Block 3025,2876394,106200,-081.7316575,3,8145,14,-081.7316575,G5040,L,U,035,390351062003025,39,035,106200,3025
Levy Playground,Jewett & Castleton avenues,Yes,,Staten Island,,40.6336676,-74.129475,,196,360850207023009,+40.6328308,3009,0,36,3009,210701004606897,BK,+40.6328308,S,Block 3009,7269749,020702,-074.1305063,3,22797,73,-074.1305063,G5040,L,U,085,,196,360850207023009,+40.6328308,3009,0,36,3009,210701004606897,BK,+40.6328308,S,Block 3009,7269749,020702,-074.1305063,3,22797,73,-074.1305063,G5040,L,U,085,360850207023009,36,085,020702,3009
Liberty Pool,173rd Street and 106th Avenue,,Yes,Queens,,40.70204529999999,-73.7831305,,175,360810440003010,+40.7016336,3010,0,36,3010,210701006106438,BK,+40.7016336,S,Block 3010,2012020,044000,-073.7827173,3,14537,43,-073.7827173,G5040,L,U,081,,175,360810440003010,+40.7016336,3010,0,36,3010,210701006106438,BK,+40.7016336,S,Block 3010,2012020,044000,-073.7827173,3,14537,43,-073.7827173,G5040,L,U,081,360810440003010,36,081,044000,3010
Lincoln Terrace Park,Buffalo Avenue/Protal Street/New York Avenue,Yes,,Brooklyn,,40.666332,-73.92471300000001,,0,360470357021001,+40.6669927,1001,0,36,1001,210701004648569,BK,+40.6669927,S,Block 1001,4715987,035702,-073.9252326,1,20457,0,-073.9252326,G5040,L,U,047,,0,360470357021001,+40.6669927,1001,0,36,1001,210701004648569,BK,+40.6669927,S,Block 1001,4715987,035702,-073.9252326,1,20457,0,-073.9252326,G5040,L,U,047,360470357021001,36,047,035702,1001
Lincoln Terrace Park (Arthur S. Somers Playground),"East New York, Rochester avenues, Eastern Parkway,Buffalo Avenue",Yes,,Brooklyn,,40.6688668,-73.9283312,,558,360470349012001,+40.6693017,2001,0,36,2001,210701004649577,BK,+40.6693017,S,Block 2001,5850149,034901,-073.9296782,2,18895,221,-073.9296782,G5040,L,U,047,,558,360470349012001,+40.6693017,2001,0,36,2001,210701004649577,BK,+40.6693017,S,Block 2001,5850149,034901,-073.9296782,2,18895,221,-073.9296782,G5040,L,U,047,360470349012001,36,047,034901,2001
Linden Park,"Stanley Avenue, Linden Boulevard",Yes,,Brooklyn,,40.6579899,-73.8961789,,318,360471132001005,+40.6589680,1005,0,36,1005,210701004648458,BK,+40.6589680,S,Block 1005,4609639,113200,-073.8968887,1,19133,117,-073.8968887,G5040,L,U,047,,318,360471132001005,+40.6589680,1005,0,36,1005,210701004648458,BK,+40.6589680,S,Block 1005,4609639,113200,-073.8968887,1,19133,117,-073.8968887,G5040,L,U,047,360471132001005,36,047,113200,1005
Linden Park,104 Street & 41 Avenue,Yes,,Queens,,40.749307,-73.861407,,6,360810405011004,+40.7485687,1004,0,36,1004,210701006103741,BK,+40.7485687,S,Block 1004,1391276,040501,-073.8619166,1,16891,0,-073.8619166,G5040,L,U,081,,6,360810405011004,+40.7485687,1004,0,36,1004,210701006103741,BK,+40.7485687,S,Block 1004,1391276,040501,-073.8619166,1,16891,0,-073.8619166,G5040,L,U,081,360810405011004,36,081,040501,1004
Lindower Park,"Mill & Strickland avenues, 60 Street",Yes,,Brooklyn,,40.6113786,-73.9130391,,49,360470698002005,+40.6112503,2005,0,36,2005,210701004648676,BK,+40.6112503,S,Block 2005,4709387,069800,-073.9170851,2,255880,14,-073.9170851,G5040,L,U,047,,49,360470698002005,+40.6112503,2005,0,36,2005,210701004648676,BK,+40.6112503,S,Block 2005,4709387,069800,-073.9170851,2,255880,14,-073.9170851,G5040,L,U,047,360470698002005,36,047,069800,2005
Little Flower Playground,Madison Street opposite Jefferson Street,No,Yes,Manhattan,,40.7126087,-73.990517,,327,360610006001002,+40.7129212,1002,0,36,1002,210701008620592,BK,+40.7129212,S,Block 1002,2833301,000600,-073.9911847,1,15866,134,-073.9911847,G5040,L,U,061,,327,360610006001002,+40.7129212,1002,0,36,1002,210701008620592,BK,+40.7129212,S,Block 1002,2833301,000600,-073.9911847,1,15866,134,-073.9911847,G5040,L,U,061,360610006001002,36,061,000600,1002
London Planetree Playground,"88 Street, Atlantic-95 avenues",Yes,,Queens,,40.6866195,-73.85396089999999,,0,360810034001001,+40.6861776,1001,0,36,1001,210701006108653,BK,+40.6861776,S,Block 1001,2547944,003400,-073.8532609,1,11475,0,-073.8532609,G5040,L,U,081,,0,360810034001001,+40.6861776,1001,0,36,1001,210701006108653,BK,+40.6861776,S,Block 1001,2547944,003400,-073.8532609,1,11475,0,-073.8532609,G5040,L,U,081,360810034001001,36,081,003400,1001
Loreto Park Playground,"Morris Park Avenue, Haight Avenue, Tomlinson Avenue, Van Nest Avenue",Yes,,Bronx,,40.848601,-73.851218,,246,360050254002001,+40.8474924,2001,0,36,2001,210701006026941,BK,+40.8474924,S,Block 2001,1763657,025400,-073.8508977,2,18952,104,-073.8508977,G5040,L,U,005,,246,360050254002001,+40.8474924,2001,0,36,2001,210701006026941,BK,+40.8474924,S,Block 2001,1763657,025400,-073.8508977,2,18952,104,-073.8508977,G5040,L,U,005,360050254002001,36,005,025400,2001
Loring Field,North Conduit & 149 Avenue,Yes,,Queens,,40.6671078,-73.8124888,,0,360810846021002,+40.6670200,1002,0,36,1002,210701006107539,BK,+40.6670200,S,Block 1002,807334,084602,-073.8127468,1,939,0,-073.8127468,G5040,L,U,081,,0,360810846021002,+40.6670200,1002,0,36,1002,210701006107539,BK,+40.6670200,S,Block 1002,807334,084602,-073.8127468,1,939,0,-073.8127468,G5040,L,U,081,360810846021002,36,081,084602,1002
Lost Battalion Hall,Queens Boulevard between 62 Avenue & 62 Road,Yes,,Queens,,40.7140394,-73.89959999999999,,123,360810603001006,+40.7136059,1006,0,36,1006,210701006113218,BK,+40.7136059,S,Block 1006,3503480,060300,-073.9001754,1,8758,52,-073.9001754,G5040,L,U,081,,123,360810603001006,+40.7136059,1006,0,36,1006,210701006113218,BK,+40.7136059,S,Block 1006,3503480,060300,-073.9001754,1,8758,52,-073.9001754,G5040,L,U,081,360810603001006,36,081,060300,1006
Lou Lodati Playground,Skillman Avenue & 43 Street,Yes,,Queens,,40.7468885,-73.92080659999999,,797,360810181023000,+40.7461108,3000,0,36,3000,210701006108708,BK,+40.7461108,S,Block 3000,1337737,018102,-073.9214287,3,14838,411,-073.9214287,G5040,L,U,081,,797,360810181023000,+40.7461108,3000,0,36,3000,210701006108708,BK,+40.7461108,S,Block 3000,1337737,018102,-073.9214287,3,14838,411,-073.9214287,G5040,L,U,081,360810181023000,36,081,018102,3000
Louis Armstrong Playground (PS 143),37 Avenue between 112 & 113 streets,No,Yes,Queens,,40.7501911,-73.8801257,,661,360810279002001,+40.7512096,2001,0,36,2001,210701006113324,BK,+40.7512096,S,Block 2001,3760369,027900,-073.8803127,2,18188,230,-073.8803127,G5040,L,U,081,,661,360810279002001,+40.7512096,2001,0,36,2001,210701006113324,BK,+40.7512096,S,Block 2001,3760369,027900,-073.8803127,2,18188,230,-073.8803127,G5040,L,U,081,360810279002001,36,081,027900,2001
Louis Pasteur Park,248 Street & 51 Avenue,Yes,,Queens,,40.7620682,-73.73607539999999,,78,360811507011010,+40.7622055,1010,0,36,1010,210701006111512,BK,+40.7622055,S,Block 1010,3501088,150701,-073.7347583,1,48547,30,-073.7347583,G5040,L,U,081,,78,360811507011010,+40.7622055,1010,0,36,1010,210701006111512,BK,+40.7622055,S,Block 1010,3501088,150701,-073.7347583,1,48547,30,-073.7347583,G5040,L,U,081,360811507011010,36,081,150701,1010
