Name,Location,Open Year-Round,Handicap Accessible,Borough,Comments,Latitude,Longitude
Riverbend Playground,"Bailey Avenue, West Kingsbridge Road",Yes,Yes,Bronx,,40.8731945,-73.90569719999999
Riverside Park (Boat Basin),"Riverside Drive to Hudson River, West 59th Street to Clair Place",No,,Manhattan,,40.8175375,-73.9606984
Riverside Park (Café),"105th Street, next to Henry Hudson Parkway",No,Yes,Manhattan,,40.8261241,-73.9547989
Riverside Park (Claremont),West 124 Street & Riverside Drive,Yes,,Manhattan,,40.807022,-73.94530329999999
Riverside Park (Classic Playground),72nd to 79th streets between Hudson River and Henry Hudson Parkway,Yes,,Manhattan,,40.8261241,-73.9547989
Riverside Park (Dinosaur Playground),West 97 Street & Riverside Drive,Yes,,Manhattan,,40.7966037,-73.97429199999999
Riverside Park (Hippo Playground),West 91 Street & Riverside Drive,Yes,,Manhattan,,40.7927426,-73.9770935
Riverside Park (Neufeld Playground),West 76 Street & Riverside Drive,Yes,,Manhattan,,40.7831908,-73.9844723
Riverside Park (River Run Playground),West 83 Street & Riverside Drive,Yes,,Manhattan,,40.78769020000001,-73.9811558
Riverside Park (Riverbank Playground),West 142 Street & Riverside Drive,Yes,,Manhattan,,40.8254388,-73.95370919999999
Riverside Park (Ten Mile River Playground),West 148 Street & Hudson River,No,,Manhattan,,40.8263917,-73.9443799
Riverside Park (Tennis Courts),Riverside Drive & West 96th Street,Yes,,Manhattan,,40.8095625,-73.96731249999999
Robert Moses Playground,"1 Avenue, East 41 to East 42 streets",Yes,,Manhattan,,40.7507625,-73.9744598
Rochdale Park,"Guy Brewer Boulevard, 134 Avenue",Yes,,Queens,,40.6733704,-73.77575259999999
Rockaway Beach,Between 87th Street and 100th Street,No,,Queens,,40.6617856,-73.8337742
Rockaway Beach,Between 100th Street and 110th Street,No,,Queens,,40.7375722,-73.8489238
Rockaway Beach & Boardwalk (Beach 59th Street Playground),Boardwalk & Beach 59-60 streets,Yes,,Queens,,40.7187771,-73.9069016
Rockaway Beach (Beach 116Th),Between 110th and 121st streets,Yes,,Queens,This facility is currently closed,40.6855357,-73.8217923
Rockaway Beach 106 Comfort Station,Beach 106 Street,,Yes,Queens,,40.5828611,-73.8278275
Rockaway Beach 117th L/G,Beach 117 Street,,Yes,Queens,,40.5795009,-73.8381068
Rockaway Beach 86 Comfort Station,Beach 86 Street,,Yes,Queens,,40.5891178,-73.8114728
Rockaway Beach 97 Comfort Station,Beach 97 Street,,Yes,Queens,,40.584947,-73.8188057
Rodney Playground South,"Rodney, South 3 & South 4 streets",Yes,,Brooklyn,,40.7132846,-73.96736419999999
Roebling Playground,"Wilson & Lee avenues, Taylor Street",Yes,,Brooklyn,,40.70701409999999,-73.9613866
Roger Morris Park (Morris Jumel Mansion),"Jumel Terrace to Edgecombe Avenue, West 160 to West 162 streets",Yes,,Manhattan,,40.8338537,-73.9384881
Rolf Henry Playground,New York & Clarkson avenues,Yes,,Brooklyn,,40.6561019,-73.9395701
Rose Hill Park,"Webster Avenue, Harlem River, East Fordham Road",Yes,,Bronx,,40.8647526,-73.8875183
Rosemary's Playground (JHS 93),"Woodward Avenue, Woodbine Street, Fairview Avenue",Yes,,Queens,,40.705483,-73.903772
Roy Wilkins Recreation Center,Northwest of fence running from 118th Road to hospital,Yes,,Queens,,40.7282239,-73.7948516
Roy Wilkins Recreation Center,Southeast of fence running from 118th Road to hospital,Yes,,Queens,,40.7282239,-73.7948516
Rudd Playground,Aberdeen Street & Bushwick Avenue,Yes,,Brooklyn,,40.6823741,-73.9056353
Rufus King Park,"Jamaica Avenue, 153 Street, 89 Avenue, 150 Street",Yes,,Queens,,40.7026962,-73.8027944
Russell Pederson Playground,"Colonial Road, 83 to 85 streets",Yes,,Brooklyn,,40.613339,-74.011086
Russell Sage Playground (JHS 190),"68 Avenue, Booth to Austin streets",Yes,,Queens,,40.7205676,-73.8458992
Sara D. Roosevelt Park,East Houston Street to Canal Street,Yes,Yes,Manhattan,,40.7194006,-74.0018946
Saratoga Square Park,"Howard Avenue, Halsey, Macon streets",Yes,,Brooklyn,,40.6851865,-73.9204706
Schmul Park,"Wild Avenue, Pearson Street",Yes,,Staten Island,,40.5906696,-74.18846479999999
Seaside Playground (PS 225),"Rockaway Beach Boulevard, B109-B110 streets",Yes,,Queens,,40.5831389,-73.8226563
Seth Low Playground,"Avenue P, Bay Parkway, West 12 Street",Yes,,Brooklyn,,40.6096878,-73.9857633
Seton Park,"West 135 Street, Independence Avenue, West 232 Street",Yes,,Bronx,,40.8849074,-73.9162576
Seton Park Playground,West 235 Street & Douglas Avenue,No,,Bronx,,40.8869086,-73.9165713
Sheltering Arms Park,"West 129 Street, Amsterdam Avenue",Yes,,Manhattan,,40.8151174,-73.9549926
Sheltering Arms Park (Pool),"West 129 Street, Amsterdam Avenue",No,,Manhattan,,40.8151174,-73.9549926
Shore Road Park,Owl's Head Park to Fort Hamilton Parkway Narrows Avenue,Yes,,Brooklyn,,40.6401377,-74.0322522
Shore Road Park,72nd Street to Harbor View,Yes,,Brooklyn,,40.5848299,-73.9307439
Shore Road Park,"92nd Street to 4 Avenue - lower half, by expressway",Yes,,Brooklyn,,40.6781784,-73.9441579
Shore Road Park,"92nd Street to 4 Avenue - upper half, by road",No,,Brooklyn,,40.6497863,-74.0090187
Silver Lake Park,"Victory Boulevard, Clove Road, Forest Avenue",Yes,,Staten Island,,40.6164058,-74.1035902
Slattery Playground,"East 183 Street, Ryer Avenue, Valentine Avenue",Yes,,Bronx,,40.8571315,-73.8990893
Slope Park,6 Avenue Bet 18 & 19 Sts,Yes,,Brooklyn,,40.6666733,-73.9994322
Smokey Oval,125 Street & Atlantic Avenue,Yes,,Queens,,40.6953688,-73.8228781
Sol Bloom Playground,"Columbus Avenue, West 91 to West 92 streets, Central Park West",Yes,,Manhattan,,40.7891299,-73.9665898
Sol Lain Playground,"Broadway, Henry Street, Samuel Dickstein Place",No,,Manhattan,,40.7138054,-73.9850366
Soundview Park Playground,Metcalf Avenue between Seward and Randall avenues,No,,Bronx,,40.8162798,-73.8682385
South Beach,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,,Staten Island,This facility is currently closed,40.5901264,-74.077152
South Beach (Saturn Playground),"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,Yes,Staten Island,This facility is currently closed,40.5901264,-74.077152
South Beach Wetlands,Quintard St Bet. Quincy Ave & Father Capodanno Blvd,,Yes,Staten Island,,40.5811558,-74.0757754
Space Time Playground,"Streetory Avenue, Bolton Avenue, Lafayette Avenue, Underhill Avenue",No,,Bronx,,40.8218107,-73.86021219999999
Sperandeo Brothers Playground,Atlantic Avenue & Elton Street,Yes,,Brooklyn,,40.6779449,-73.884474
Springfield Park,"149 Avenue, Springfield Boulevard, 145 Road, 148 Street",Yes,,Queens,,40.6637143,-73.7591934
St Nicholas Park South,West 129 & 7 Avenue,Yes,,Manhattan,,40.8114908,-73.94639289999999
St. Albans Park (174 Street Playground),174 Street & 113 Avenue,Yes,,Queens,,40.6976215,-73.7647904
St. Andrew's Playground,Atlantic Avenue & Herkimer Street,Yes,,Brooklyn,,40.675554,-73.9030576
St. Catherine's Park,"East 67-68 streets, 1 Avenue",Yes,,Manhattan,,40.7688809,-73.9659764
St. Mary's Park (Recreation Center),450 St. Ann's Avenue,Yes,Yes,Bronx,,40.8113663,-73.91410379999999
St. Mary's Park West,St. Anns Avenue & East 147 Street,Yes,,Bronx,,40.812969,-73.9137286
St. Mary's Playground East Playground,Jackson Avenue between East 144 and 145 streets,Yes,Yes,Bronx,,40.7888205,-73.8221804
St. Nicholas Park,West 133 Street & St. Nicholas Avenue,Yes,,Manhattan,,40.8156885,-73.94862460000002
St. Nicholas Park,West 129 Street & St. Nicholas Terrace,Yes,,Manhattan,,40.81354899999999,-73.9513212
St. Nicholas Park (Arlington Edinboro Playground),West 140 Street & St. Nicholas Avenue,Yes,,Manhattan,,40.8205972,-73.9464625
St. Vartan Park,"East 35-East 36 streets, between 1 & 2 avenues",Yes,Yes,Manhattan,,40.7488383,-73.980977
Stanley Isaacs,East 96-97 streets & FDR Drive,Yes,Yes,Manhattan,,40.7872117,-73.95245299999999
Stapleton Playground,Tompkins Avenue & Broad Street,Yes,Yes,Staten Island,,40.6246398,-74.0796218
Star Spangled Banner Playground,Franklin & Willoughby avenues,Yes,,Brooklyn,,40.693901,-73.9489238
Stars & Stripes Playground,"Baychester Avenue, Crawford Avenue",Yes,,Bronx,,40.88473159999999,-73.8404156
Sternberg Park,"Montrose Avenue, Boerum, Lorimer, Leonard streets",Yes,Yes,Brooklyn,,40.7077716,-73.9398633
Stockton Playground,Marcy & Park avenues,Yes,,Brooklyn,,40.6975765,-73.94964770000001
Stroud Playground,Classon Avenue & Sterling Place,Yes,,Brooklyn,,40.674013,-73.96039189999999
Sunset Park,"41 to 44 streets, 5 to 7 avenues",Yes,,Brooklyn,,40.631038,-74.0160382
Sunset Park (Recreation Center),"41 to 44 streets, 5 to 7 avenues",Yes,,Brooklyn,,40.631038,-74.0160382
Surf Playground,West 27 Street & Surf Avenue,Yes,,Brooklyn,,40.5731593,-73.9927805
Tall Oak Playground,"64 Avenue, 218 & 219 streets",Yes,,Queens,,40.7285784,-73.7448869
Taylor Playground,"Guerlain Street, Thieriot Avenue, Taylor Avenue",Yes,,Bronx,,40.8395128,-73.86581629999999
Tecumseh Playground,West 77 Street & Amsterdam Avenue,Yes,,Manhattan,,40.7818433,-73.9792822
Terrace Playground,Howard Avenue & Martha Street,Yes,Yes,Staten Island,,40.6134464,-74.0979139
The Pearly Gates,"Tratman Avenue, Street Peter's Avenue",Yes,,Bronx,,40.8389105,-73.8458491
Thomas Jefferson Park,"1 Avenue to FDR Drive, East 111 to East 114 streets",Yes,,Manhattan,,40.7918764,-73.93560579999999
Tiffany Playground,"Tiffany Street, Fox Street, East 167 Street",Yes,,Bronx,,40.8265229,-73.89386580000001
Tiger Playground,Evergreen Avenue & Eldert Street,Yes,Yes,Brooklyn,,40.688129,-73.91169099999999
Tilden Playground,"Tilden Avenue, East 48 to East 49 streets",Yes,,Brooklyn,,40.6480575,-73.93194559999999
Todt Hill Playground,Schmidts Lane & Manor Road,Yes,Yes,Staten Island,,40.60884,-74.1211568
Tompkins Square Park,"Avenues A to B, East 7 to East 10 streets",Yes,Yes,Manhattan,,40.7287766,-73.984435
Tremont Park Playground,Corner of East 175 Street & Arthur Avenue,Yes,,Bronx,,40.8438985,-73.8947239
Triborough Bridge Playground A,"Hoyt Avenue, 19 to 21 streets",Yes,,Queens,,40.7639963,-73.932882
Triborough Bridge Playground B,"Hoyt Avenue, 21 to 23 streets",No,,Queens,,40.7653759,-73.9296586
Underhill Playground,Underhill Avenue & Prospect Place,Yes,,Brooklyn,,40.6770641,-73.96599359999999
Underwood Park,Lafayette & Waverly avenues,Yes,Yes,Brooklyn,,40.6881054,-73.9668524
Union Playground (PS 214),Union Street & 31 Road,Yes,,Queens,,40.7706513,-73.82656639999999
Union Square Park,"Broadway to 4 Avenue, East 14 Street to East 17 streets",Yes,,Manhattan,,40.7356205,-73.9867469
Van Cortlandt Park (Allen Shandler Recreation Area),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,,Bronx,,40.8854106,-73.8934812
Van Cortlandt Park (Classic Playground),Van Cortlandt Park South and Gouverneur Avenue,Yes,,Bronx,,40.8848776,-73.890838
Van Cortlandt Park (Indian Field),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,Yes,Bronx,,40.8854106,-73.8934812
Van Cortlandt Park (Nature Center),West 239 Street & Van Cortlandt East,Yes,,Bronx,,40.8887225,-73.9078993
Van Cortlandt Park (Pool Building),West 242nd Street & Broadway,Yes,,Bronx,,40.8894634,-73.8983574
Van Cortlandt Park (Stables Area),Broadway and West 254th Street,Yes,,Bronx,,40.9010626,-73.89695069999999
Van Cortlandt Park (Stadium),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,,Bronx,,40.8854106,-73.8934812
Van Cortlandt Park (UC Pool Headquarters),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,,Bronx,,40.8854106,-73.8934812
Van Cortlandt Park (UC Pool Men's Locker),West 242nd Street & Broadway,Yes,,Bronx,,40.8894634,-73.8983574
Van Cortlandt Park (Woodlawn Playground),West 239 Street & Van Cortlandt East,Yes,,Bronx,,40.8887225,-73.9078993
Van Voorhees Lower Park,"Congress, Columbia, West/South BQE",Yes,Yes,Brooklyn,,40.7119203,-73.9547927
Vesuvio Playground,Spring & Thompson streets,Yes,Yes,Manhattan,,40.7248988,-74.0026214
Vidalia Park,Vyse & Daly avenues between West 179-180 streets,No,Yes,Bronx,,40.853825,-73.90306749999999
Vinmont Veteran Playground,"Mosholu Avenue, West 254 Street, Riverdale Avenue, West 256 Street",Yes,Yes,Bronx,,40.9041461,-73.9050196
Virginia Playground,"Virginia Avenue, McGraw Avenue, Cross Bronx Expressway, White Plains Road",No,,Bronx,,40.8561899,-73.8674046
Vleigh Place Playground,Vleigh Place & 141 Street,Yes,Yes,Queens,,40.71944,-73.8206507
Vleigh Playground (PS 165),70 Road to 71 Avenue,Yes,,Queens,,40.7078378,-73.8696157
Wagner Pool,East 124 Street between 1 & 2 Avenues,No,,Manhattan,,40.8037062,-73.9379199
Wakefield Playground,"Matilda Avenue, East 239 Street, Carpenter Avenue",Yes,,Bronx,,40.9012013,-73.8556432
Washington Hall Playground,"Park, Washington avenues to Hall Street",Yes,Yes,Brooklyn,,40.6935806,-73.9659484
Washington Square Park Western Half,"5 Avenue, Waverly Place, West 4 & MacDougal streets.",Yes,,Manhattan,,40.7310533,-73.9996124
Watson Gleason Playground,"Gleason Avenue, Rosedale Avenue, Watson Avenue, Nobel Avenue",Yes,,Bronx,,40.8273071,-73.8691857
Wayanda Park,Robard Lane & 217 Street,Yes,,Queens,,40.7103092,-73.7396045
Webster Playground,E. 188 St. Bet. Webster Ave. And Park Ave.,,Yes,Bronx,,40.8279071,-73.912172
Weeping Beech Park,37 Avenue & Bowne Street,Yes,,Queens,,40.7629826,-73.8253297
West 2nd Street Comfort Station,W. 2nd Street,,,Brooklyn,,40.5903367,-73.9720731
West 59th Street Recreation Center & Pool,"West 59 to West 60 streets, Amsterdam to West End avenues",Yes,,Manhattan,,40.7873364,-73.9790108
West 8nd Street CS,W 8 St.,,,Brooklyn,,40.5929826,-73.9788088
Whitestone Playground (PS 193),12 Avenue & 153 Street,Yes,,Queens,,40.7020054,-73.8019331
William E. Kelly Memorial Park,"Avenue S, East 14 & East 15 streets",Yes,,Brooklyn,,40.6033683,-73.95821149999999
William Sheridan Playground,"Wythe Avenue, Berry & Grand streets",Yes,,Brooklyn,,40.7131538,-73.9656466
Williamsbridge Oval,"Reservoir Oval East, Reservoir Oval West, Reservoir Place, Putnam Place, Bainbridge Avenue, Wayne Avenue, Tryon Avenue, Holt Place, Van Cortlandt Avenue",Yes,,Bronx,,40.8766946,-73.8836458
Willis Playground,"East 139 Street, East 140 Street, Willis & Alexander avenues",Yes,,Bronx,,40.8447819,-73.8648268
Willoughby Playground,Tompkins & Willoughby avenues,Yes,,Brooklyn,,40.6942295,-73.9460864
Willow Lake Playground (PS 196),Grand Central Parkway between 71 & 72 avenues,Yes,,Queens,,40.72608340000001,-73.82469859999999
Willowbrook Park,Richmond Avenue To Victory Boulevard,Yes,,Staten Island,,40.6118459,-74.1384376
Wingate Park,Brooklyn Avenue & Rutland Road,Yes,,Brooklyn,,40.6597231,-73.94535789999999
Woods Playground,Bergen Street & Utica Avenue,Yes,,Brooklyn,,40.67504479999999,-73.9305402
Woodtree Playground,"20 Avenue, 37 Street, 38 Street",Yes,,Queens,,40.7611008,-73.9196655
Yak Playground,Avenue Y between Coyle & Batchelder streets,Yes,Yes,Brooklyn,,40.5950888,-73.9379716
Zimmerman Playground,"Britton Street, Barker Avenue, Olinville Avenue",No,,Bronx,,40.8666101,-73.8691575
